graph_order,acronym,name,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh,acronym
761,PMg,posterior marginal (intralaminar) nucleus of thalamus ,,,DHBA:AA30311,,1165,255,215,180,1,1,1,PMg
762,PCT,parvicellular nucleus of posterior thalamus,,,DHBA:AA30312,,1166,128,128,128,1,1,1,PCT
763,PP,peripeduncular nucleus,peripeduncular nucleus,PP,DHBA:12285,#56A1BB,1167,245,130,48,1,1,1,PP
764,PLi,posterior limitans nucleus,,,DHBA:AA30313,,1168,230,25,75,1,1,1,PLi
765,Eth,ethmoid thalamic nucleus,,,DHBA:AA30314,,1169,145,30,180,1,1,1,Eth
766,REth,retroethmoid thalamic nucleus,,,DHBA:AA30315,,1170,128,0,0,1,1,1,REth
767,ILN,intralaminar nuclear complex of thalamus,intralaminar nuclear complex,ILN,DHBA:10442,#BF89BC,180,246,150,35,1,1,1,ILN
768,ILNr,rostral intralaminar nuclei of thalamus,anterior group of intralaminar nuclei,AILN,DHBA:10443,#B67BB4,181,60,180,75,1,1,1,ILNr
769,PC,paracentral nucleus of thalamus,paracentral nucleus of thalamus,PC,DHBA:10446,#B67BB4,1171,210,245,60,1,1,1,PC
770,PCl,lateral (parvicellular) part of PC,,,DHBA:AA30316,,1172,0,128,128,1,1,1,PCl
771,PCm,medial (magocellular) part of PC,,,DHBA:AA30317,,1173,70,240,240,1,1,1,PCm
772,CL,central lateral nucleus of thalamus,central lateral nucleus of the thalamus,CL,DHBA:10444,#B67BB4,1174,60,180,75,1,1,1,CL
773,CLm,medial division of central lateral nucleus ,medial division of central lateral nucleus ,CLm,DHBA:266441527,#B67BB4,1175,255,215,180,1,1,1,CLm
774,CLl,lateral division of central lateral nucleus,lateral division of central lateral nucleus,CLl,DHBA:266441531,#B67BB4,1176,255,215,180,1,1,1,CLl
775,CLs,superior division of central lateral nucleus,dorsal division of central lateral nucleus,CLs,DHBA:266441535,#B67BB4,1177,60,180,75,1,1,1,CLs
776,CLc,caudal division of central lateral nucleus,caudal division of central lateral nucleus,CLc,DHBA:266441539,#B67BB4,1178,170,110,40,1,1,1,CLc
777,AnT,angular nucleus of thalamus ,,,DHBA:AA30318,,1179,255,250,200,1,1,1,AnT
778,CD,central dorsal nucleus of thalamus,central dorsal nucleus of thalamus,CD,DHBA:13331,#B67BB4,1180,255,250,200,1,1,1,CD
779,CeM,central medial nucleus of thalamus,central medial nucleus of thalamus,CeM,DHBA:10445,#B67BB4,991,245,130,48,1,1,1,CeM
780,ILNc,caudal intralaminar nuclei of thalamus,posterior group of intralaminar nuclei,PILN,DHBA:10448,#B67BB4,182,255,250,200,1,1,1,ILNc
781,Pf,parafascicular nucleus of thalamus,parafascicular nucleus of thalamus,Pf,DHBA:10450,#B067A9,184,122,15,16,1,1,1,Pf
782,Pfl,lateral division of parafascicular nucleus of thalamus,lateral division of parafascicular nucleus of thalamus,Pfl,DHBA:13052,#B067A9,1182,170,255,195,1,1,1,Pfl
783,Pfm,medial division of parafascicular nucleus of thalamus,medial division of parafascicular nucleus of thalamus,Pfm,DHBA:13053,#B67BB4,1183,210,245,60,1,1,1,Pfm
784,CM,centromedian nucleus of thalamus,centromedian nucleus of thalamus,CM,DHBA:10449,#B67BB4,183,199,119,67,1,1,1,CM
785,CMl,lateral division of centromedian nucleus of thalamus,lateral division of centromedian nucleus of thalamus,CMl,DHBA:13050,#B67BB4,1184,255,225,25,1,1,1,CMl
786,CMm,medial division of centromedian nucleus of thalamus,medial division of centromedian nucleus of thalamus,CMm,DHBA:13051,#BF89BC,1185,250,190,212,1,1,1,CMm
787,PCM,paracentromedian (ovral) nucleus of thalamus,,,DHBA:AA30319,,1186,255,250,200,1,1,1,PCM
788,VTH,ventral thalamus,ventral thalamus,VTH,DHBA:10461,#BF89BC,193,157,110,71,1,1,1,VTH
789,Rt,reticular nucleus of thalamus,reticular nucleus of thalamus,R,DHBA:10464,#A554A0,196,255,225,25,1,1,1,Rt
790,Rmc,magnocellular division of reticular nucleus,magnocellular division of reticular nucleus,Rmc,DHBA:13059,#B067A9,1187,240,50,230,1,1,1,Rmc
791,Rpc,parvicellular division of reticular nucleus (perireticular nucleus),parvocellular division of reticular nucleus (perireticular nucleus),Rpc,DHBA:13060,#BF89BC,1188,60,180,75,1,1,1,Rpc
792,ZI,zona incerta,zona incerta,ZI,DHBA:10463,#B067A9,195,54,32,225,1,1,1,ZI
793,ZIR,rostral division of ZI,,,DHBA:AA30320,,1189,250,190,212,1,1,1,ZIR
794,ZIC,caudal division of ZI,,,DHBA:AA30321,,1190,0,130,200,1,1,1,ZIC
795,ZIPd,dorsal subdivision of ZIC,,,DHBA:AA30322,,1191,255,225,25,1,1,1,ZIPd
796,ZIPv,ventral subdivision of ZIC,,,DHBA:AA30323,,1192,70,240,240,1,1,1,ZIPv
797,SbG,subgeniculate nucleus,,,DHBA:AA30324,,1193,0,128,128,1,1,1,SbG
798,FF,nucleus of the field of Forel,nucleus of the field of Forel,FF,DHBA:10462,#B67BB4,194,191,229,36,1,1,1,FF
799,PrRu,prerubral field,,,DHBA:AA30325,,1194,170,255,195,1,1,1,PrRu
800,EpTH,epithalamus,epithalamus,ETH,DHBA:10451,#CC9FC9,187,245,130,48,1,1,1,EpTH
801,HN,habenular nuclei,habenular nuclei,HN,DHBA:10452,#B67BB4,188,241,150,233,1,1,1,HN
802,LHN,lateral habenular nucleus,lateral habenular nucleus,LHN,DHBA:10453,#B67BB4,189,113,51,171,1,1,1,LHN
803,LHNmc,magnocellular (lateral) division of LHN,magnocellular division of lateral habenular nucleus,LHNmc,DHBA:10454,#B067A9,1195,255,250,200,1,1,1,LHNmc
804,LHNpc,parvicellular (medial) division of LHN,parvicellular division of lateral habenular nucleus,LHNpc,DHBA:10455,#B67BB4,1196,255,225,25,1,1,1,LHNpc
805,LHNin,interstitial (dorsal) division of lateral habenular nucleus,,,DHBA:AA30326,,1197,128,0,0,1,1,1,LHNin
806,IHN,intermediate (dorsal) habenular nucleus,,,DHBA:AA30327,,1198,170,255,195,1,1,1,IHN
807,MHN,medial habenular nucleus,medial habenular nucleus,MHN,DHBA:10456,#9E4C94,190,13,121,197,1,1,1,MHN
808,MHNd,dorsal division of medial habenular nucleus,,,DHBA:AA30328,,1199,240,50,230,1,1,1,MHNd
809,MHNdm,medial part of MHNd,,,DHBA:AA30329,,1200,128,0,0,1,1,1,MHNdm
810,MHNdl,lateral part of MHNd,,,DHBA:AA30330,,1201,128,0,0,1,1,1,MHNdl
811,MHNv,ventral division of medial habenular nucleus,,,DHBA:AA30331,,1202,220,190,255,1,1,1,MHNv
812,MHNvm,medial part of MHNv,,,DHBA:AA30332,,1203,255,215,180,1,1,1,MHNvm
813,MHNvl,lateral part of MHNv,,,DHBA:AA30333,,1204,230,25,75,1,1,1,MHNvl
814,Pin,pineal body,pineal body,Pin,DHBA:10460,#773671,192,81,253,56,1,1,1,Pin
815,SuTH,subthalamus,subthalamus,SubTH,DHBA:10465,#DDD2E6,197,70,240,240,1,1,1,SuTH
816,STH,subthalamic nucleus,subthalamic nucleus,STH,DHBA:10466,#B799C4,198,106,161,250,1,1,1,STH
817,STHm,medial portion of STH,medial portion of STH,STHm,DHBA:13332,#A78DB4,1205,250,190,212,1,1,1,STHm
818,STHld,laterodorsal portion of STH,laterodorsal portion of STH,STHld,DHBA:13333,#9881A5,1206,145,30,180,1,1,1,STHld
819,STHlv,lateroventral portion of STH,lateroventral portion of STH,STHlv,DHBA:13334,#8A7595,1207,128,128,128,1,1,1,STHlv
820,THx,uncharted (diffuse) part of thalamus,,,DHBA:AA30334,,1208,0,130,200,1,1,1,THx
821,THMDe,developing transient structures of thalamus,,,DHBA:AA30335,,1209,250,190,212,1,1,1,THMDe
822,thVZ,ventricular zone of thalamus,VZ in thalamic region,thVZ,DHBA:10554,#813F7F,1210,240,50,230,1,1,1,thVZ
823,DMS,dorsal migratory stream,,,DHBA:AA30336,,1211,70,240,240,1,1,1,DMS
824,VMS,ventral migratory stream,,,DHBA:AA30337,,1212,255,250,200,1,1,1,VMS
825,HTH,hypothalamus,hypothalamus,HTH,DHBA:10467,#E4C9D9,199,14,153,129,1,1,1,HTH
826,HTHS,segmentation of hypothalamus,,,DHBA:AA30338,,1213,128,0,0,1,1,1,HTHS
827,HTHpo,preoptic region of HTH,preoptic region of HTH,HTHpo,DHBA:10468,#DBABC8,200,172,243,164,1,1,1,HTHpo
828,PeVpo,"periventricular nucleus, preoptic portion","periventricular nucleus, preoptic portion",PeVpo,DHBA:10469,#DBABC8,1214,70,240,240,1,1,1,PeVpo
829,PeD,dorsal periventricular nucleus,dorsal periventricular nucleus,DPe,DHBA:266441543,#C178A2,1215,128,0,0,1,1,1,PeD
830,PeAV,anteroventral periventricular nucleus,anteroventral periventricular nucleus,AVPe,DHBA:13061,#CF97B9,1216,70,240,240,1,1,1,PeAV
831,AMPO,anteromedial preoptic nucleus,anteromedial preoptic nucleus,AMPO,DHBA:13062,#C484A9,1217,220,190,255,1,1,1,AMPO
832,MPA,medial preoptic area,medial preoptic area,MPA,DHBA:266441547,#DFB6CE,1218,220,190,255,1,1,1,MPA
833,MPN,medial preoptic nucleus,medial preoptic nucleus,MPN,DHBA:10470,#CF97B9,1219,220,190,255,1,1,1,MPN
834,LPA,lateral preoptic area,lateral preoptic area,LPA,DHBA:10471,#DBABC8,1220,255,225,25,1,1,1,LPA
835,IMH,intermediate (sexually dimorphic) hypothalamic nuclei,intermediate (sexually dimorphic) hypothalamic nuclei,IMH,DHBA:10472,#B57197,1221,170,255,195,1,1,1,IMH
836,MnPO,median preoptic nucleus,median preoptic nucleus,MnPO,DHBA:13063,#C178A2,1222,250,190,212,1,1,1,MnPO
837,OVLT,organum vasculosum laminae terminalis,organum vasculosum laminae terminalis,OVLT,DHBA:12106,#87281A,1223,245,130,48,1,1,1,OVLT
838,HTHso,supraoptic region of HTH,supraoptic region of HTH,HTHso,DHBA:10473,#CF97B9,201,138,205,27,1,1,1,HTHso
839,PeVso,"periventricular nucleus, supraoptic portion","periventricular nucleus, supraoptic portion",PeVso,DHBA:10474,#DBABC8,1224,255,215,180,1,1,1,PeVso
840,AHN,anterior hypothalamic nucleus,anterior hypothalamic nucleus,AHN,DHBA:10475,#CF97B9,1225,128,128,128,1,1,1,AHN
841,VHN,ventral anterior hypothalamic nucleus,,,DHBA:AA30339,,1226,128,128,0,1,1,1,VHN
842,AHy,anterior hypothalamic area,anterior hypothalamic area,AnHA,DHBA:266441551,#CF97B9,1227,230,25,75,1,1,1,AHy
843,PaH,paraventricular nucleus of hypothalamus,paraventricular nucleus of hypothalamus,PV,DHBA:10476,#A66B8E,1228,255,225,25,1,1,1,PaH
844,PaHd,descending division of paraventricular nucleus,descending division of paraventricular nucleus,PVd,DHBA:10477,#C178A2,1229,0,130,200,1,1,1,PaHd
845,PaHmc,magnocellular division of paraventricular nucleus,magnocellular division of paraventricular nucleus,PVmc,DHBA:10478,#915E7E,1230,245,130,48,1,1,1,PaHmc
846,PaHpc,parvicellular division of paraventricular nucleus,parvicellular division of paraventricular nucleus,PVpc,DHBA:10479,#A66B8E,1231,170,255,195,1,1,1,PaHpc
847,PaHpo,posterior division of paraventricular nucleus,posterior division of paraventricular nucleus,PVpo,DHBA:13064,#C484A9,1232,170,110,40,1,1,1,PaHpo
848,UnN,uncinate nucleus,uncinate nucleus,UnN,DHBA:15535,#DBABC8,1233,240,50,230,1,1,1,UnN
849,SCH,suprachiasmatic nucleus,suprachiasmatic nucleus,SCN,DHBA:10480,#CF97B9,1234,0,130,200,1,1,1,SCH
850,SCHd,dorsal part of suprachiasmatic nucleus,dorsal part of suprachiasmatic nucleus,SCNd,DHBA:13065,#DBABC8,1235,240,50,230,1,1,1,SCHd
851,SCHc,central part of suprachiasmatic nucleus,central part of suprachiasmatic nucleus,SCNc,DHBA:13066,#CF97B9,1236,128,128,0,1,1,1,SCHc
852,RCH,retrochiasmatic nucleus,retrochiasmatic nucleus,RCN,DHBA:15536,#DBABC8,1237,128,0,0,1,1,1,RCH
853,SO,supraoptic nucleus,supraoptic nucleus,SO,DHBA:10481,#7D526F,1238,170,255,195,1,1,1,SO
854,SOm,medial part of supraoptic nucleus,,,DHBA:AA30340,,1239,128,0,0,1,1,1,SOm
855,SOl,lateral part of supraoptic nucleus,lateral part of supraoptic nucleus,SOl,DHBA:13068,#865977,1240,220,190,255,1,1,1,SOl
856,LHso,"lateral hypothalamic area, supraoptic part",,,DHBA:AA30341,,1241,255,250,200,1,1,1,LHso
857,SuV,subventricular nucleus,subventricular nucleus,SuV,DHBA:13069,#DBABC8,1242,0,0,128,1,1,1,SuV
858,SPZ,subparaventricular zone,subparaventricular zone,SPZ,DHBA:266441555,#DBABC8,1243,70,240,240,1,1,1,SPZ
859,HTHtu,tuberal region of HTH,tuberal region of HTH,HTHtub,DHBA:10483,#DBABC8,202,240,50,230,1,1,1,HTHtu
860,PeVtu,"periventricular nucleus, tuberal portion","periventricular nucleus, tuberal portion",PeVtub,DHBA:10484,#DDB5CE,1244,240,50,230,1,1,1,PeVtu
861,DHA,dorsal hypothalamic area,dorsal hypothalamic area,DHA,DHBA:13335,#C484A9,1245,145,30,180,1,1,1,DHA
862,DMH,dorsomedial hypothalamic nucleus,dorsomedial hypothalamic nucleus,DMH,DHBA:10485,#CF97B9,203,143,41,144,1,1,1,DMH
863,DMHco,compact part of dorsomedial hypothalamic nucleus,compact part of dorsomedial hypothalamic nucleus,DMHc,DHBA:10486,#C484A9,1246,250,190,212,1,1,1,DMHco
864,DMHdi,diffuse part of dorsomedial hypothalamic nucleus,diffuse part of dorsomedial hypothalamic nucleus,DMHd,DHBA:10487,#CF97B9,1247,128,128,0,1,1,1,DMHdi
865,VMH,ventromedial hypothalamic nucleus,ventromedial hypothalamic nucleus,VMH,DHBA:10488,#C178A2,204,246,145,107,1,1,1,VMH
866,VMHsh,shell of ventromedial hypothalamic nucleus,,,DHBA:AA30342,,1248,128,0,0,1,1,1,VMHsh
867,VMHco,core of ventromedial hypothalamic nucleus,,,DHBA:AA30343,,1249,250,190,212,1,1,1,VMHco
868,VMHd,dorsal part of VMHco,dorsal part of ventromedial hypothalamic nucleus,VMHd,DHBA:10489,#C178A2,1250,240,50,230,1,1,1,VMHd
869,VMHv,ventral part of VMHco,ventral part of ventromedial hypothalamic nucleus,VMHv,DHBA:10490,#A66B8E,1251,60,180,75,1,1,1,VMHv
870,VMHce,central part of VMHco,,,DHBA:AA30344,,1252,210,245,60,1,1,1,VMHce
871,ArH,arcuate nucleus of hypothalamus,arcuate nucleus of hypothalamus,Arc,DHBA:10492,#C484A9,206,0,130,200,1,1,1,ArH
872,LTu,lateral tuberal nuclei,lateral tuberal nuclei,LT,DHBA:10493,#915E7E,207,230,25,75,1,1,1,LTu
873,LHtu,"lateral hypothalamic area, tuberal part","lateral hypothalamic area, tuberal part",LHAtub,DHBA:10494,#DBABC8,208,170,110,40,1,1,1,LHtu
874,LHmc,magnocellular nucleus of lateral hypothalamic area,magnocellular nucleus of lateral hypothalamic area,LHmc,DHBA:13070,#C178A2,1253,170,110,40,1,1,1,LHmc
875,LHsc,accessory secretory cells of lateral hypothalamus,accessory secretory cells of lateral hypothalamus,LHsc,DHBA:13337,#C178A2,1254,250,190,212,1,1,1,LHsc
876,PalHy,pallidohypothalamic area,pallidohypothalamic area,PalHy,DHBA:266441563,#CF97B9,1255,245,130,48,1,1,1,PalHy
877,PSTh,parasubthalamic nucleus,parasubthalamic nucleus,PSTh,DHBA:13058,#BF89BC,1256,0,0,128,1,1,1,PSTh
878,NCN,nanocellular hypothalamic nucleus,nanocellular hypothalamic nucleus,NCN,DHBA:13071,#C484A9,1257,255,215,180,1,1,1,NCN
879,MnE,median eminence,median eminence,ME,DHBA:13338,#87281A,209,0,130,200,1,1,1,MnE
880,MnEe,external portion of median eminence,external portion of median eminence,MEE,DHBA:13339,#915E7E,1258,220,190,255,1,1,1,MnEe
881,MnEi,internal portion of median eminence,internal portion of median eminence,MEI,DHBA:13340,#915E7E,1259,128,0,0,1,1,1,MnEi
882,HTHma,mammillary (posterior) region of HTH,mammillary region of HTH,HTHma,DHBA:10495,#C484A9,210,227,24,55,1,1,1,HTHma
883,TM,tuberomammillary nucleus,tuberomammillary nucleus,TM,DHBA:10496,#B57197,211,202,59,255,1,1,1,TM
884,SUM,supramammillary nucleus,supramammillary nucleus,SUM,DHBA:10497,#A66B8E,212,29,97,134,1,1,1,SUM
885,SUMm,medial subdivision of SUM,,,DHBA:AA30345,,1260,70,240,240,1,1,1,SUMm
886,SUMl,lateral subdivision of SUM,,,DHBA:AA30346,,1261,170,110,40,1,1,1,SUMl
887,MNC,mammillary nuclear complex,medial nuclear complex of thalamus,MNC,DHBA:10397,#B67BB4,156,189,74,138,1,1,1,MNC
888,MM,medial mammillary nucleus,medial mammillary nucleus,MM,DHBA:10499,#B57197,214,213,147,102,1,1,1,MM
889,MMl,lateral division of medial mammillary nucleus,lateral part of medial mammillary nucleus,MMl,DHBA:10500,#B57197,1262,240,50,230,1,1,1,MMl
890,MMm,medial division of medial mammillary nucleus,medial part of medial mammillary nucleus,MMm,DHBA:10501,#B57197,1263,255,225,25,1,1,1,MMm
891,MMn,median division of medial mammillary nucleus,,,DHBA:AA30347,,1264,128,0,0,1,1,1,MMn
892,MMc,caudal division of medial mammillary nucleus,,,DHBA:AA30348,,1265,255,215,180,1,1,1,MMc
893,VTM,ventral tuberomammillary nucleus (area),,,DHBA:AA30349,,1266,230,25,75,1,1,1,VTM
894,LM,lateral mammillary nucleus,lateral mammillary nucleus,LM,DHBA:10502,#9D6585,215,144,77,61,1,1,1,LM
895,PHN,posterior hypothalamic nucleus,posterior hypothalamic nucleus,PHN,DHBA:10503,#C484A9,216,67,205,136,1,1,1,PHN
896,LHma,"lateral  hypothalamic area, mammillary part",,,DHBA:AA30350,,1267,255,225,25,1,1,1,LHma
897,SBI,subincertal nucleus (area),,,DHBA:AA30351,,1268,255,215,180,1,1,1,SBI
898,PeF,perifornical nucleus,perifornical nucleus,PeF,DHBA:11578,#A66B8E,1269,210,245,60,1,1,1,PeF
899,PMN,premammillary nulcei,premammillary nulceus,PMN,DHBA:13072,#C178A2,218,148,216,231,1,1,1,PMN
900,PMd,dorsal premammillary nulceus,,,DHBA:AA30352,,1270,60,180,75,1,1,1,PMd
901,PMv,ventral premammillary nulceus,,,DHBA:AA30353,,1271,128,128,128,1,1,1,PMv
902,RMA,retromammillary area,retromammillary area,RMA,DHBA:13073,#C178A2,219,100,254,129,1,1,1,RMA
903,Pit,pituitary body,pituitary body,Pit,DHBA:10505,#775F5F,1272,255,250,200,1,1,1,Pit
904,HTHx,uncharted (diffuse) part of hypothalamus,,,DHBA:AA30354,,1273,0,128,128,1,1,1,HTHx
905,HTHDe,developing transient structures of hypothalamus,,,DHBA:AA30355,,1274,255,215,180,1,1,1,HTHDe
906,hyVZ,ventricular zone of hypothalamus,VZ in hypothalamic portion,hyVZ,DHBA:10555,#784E69,1275,245,130,48,1,1,1,hyVZ
907,MB,"midbrain (mesencephalon, upper brainstem)",midbrain (mesencephalon),M,DHBA:10648,#AFD0DD,333,230,25,75,1,1,1,MB
908,MBSe,segmentation of midbrain,,,DHBA:AA30356,,1276,0,128,128,1,1,1,MBSe
909,PTR,pretectal region,pretectal region,PTR,DHBA:12181,#A0C7D5,335,45,59,242,1,1,1,PTR
910,PTN,pretectal nuclear complex,pretectal nuclear complex,PTN,DHBA:12182,#8EBDCD,336,244,139,171,1,1,1,PTN
911,DPT,dorsal (posterior/sublentiform) pretectal nucleus,dorsal (posterior/sublentiform) pretectal nucleus,DPT,DHBA:12183,#6CA9BF,1277,170,110,40,1,1,1,DPT
912,MPT,medial pretectal nucleus,medial pretectal nucleus,MPT,DHBA:12184,#7EB3C9,1278,255,225,25,1,1,1,MPT
913,NOP,nucleus of the optic tract  (lentiform nucleus),nucleus of the optic tract  (lentiform nucleus),NOP,DHBA:12185,#6CA9BF,1279,0,130,200,1,1,1,NOP
914,OPT,olivary pretectal nucleus,olivary pretectal nucleus,OPT,DHBA:12186,#56A1BB,1280,128,0,0,1,1,1,OPT
915,APT,anterior (ventral /principal) pretectal nucleus,anterior (ventral /principal) pretectal nucleus,APT,DHBA:12187,#6CA9BF,1281,255,225,25,1,1,1,APT
916,APTc,"anterior pretectal nucleus, compact division","anterior pretectal nucleus, compact division",APTc,DHBA:12188,#56A1BB,1282,70,240,240,1,1,1,APTc
917,APTr,"anterior pretectal nucleus, reticular division","anterior pretectal nucleus, reticular division",APTr,DHBA:12189,#6CA9BF,1283,128,0,0,1,1,1,APTr
918,DTN,dorsal terminal nucleus of accessory nuclei of optic tract ,"accessory nuclei of optic tract, dorsal nucleus",AOPd,DHBA:12191,#6CA9BF,1284,170,255,195,1,1,1,DTN
919,MTc,midbrain tectum,midbrain tectum,MTc,DHBA:12291,#8EBDCD,364,138,189,165,1,1,1,MTc
920,SC,superior colliculus,superior colliculus,SC,DHBA:12292,#7EB3C9,365,89,228,210,1,1,1,SC
921,SCsu,superficial layer of superior colliculus,superficial layer of superior colliculus,SCS,DHBA:12293,#56A1BB,1285,128,128,0,1,1,1,SCsu
922,SCzo,zonal layer of superior colliculus,zonal layer of superior colliculus,SCSz,DHBA:12297,#6CA9BF,1286,245,130,48,1,1,1,SCzo
923,SCsg,superficial gray layer of superior colliculus,superficial gray layer of superior colliculus,SCSg,DHBA:12295,#56A1BB,1287,0,128,128,1,1,1,SCsg
924,SCon,optic nerve layer of superior colliculus,optic nerve layer of superior colliculus,SCSon,DHBA:12294,#8EBDCD,1288,255,225,25,1,1,1,SCon
925,SCsw,superficial white layer of superior colliculus,superficial white layer of superior colliculus,SCSw,DHBA:12296,#8EBDCD,1289,245,130,48,1,1,1,SCsw
926,SCin,intermediate layer of the superior colliculus,intermediate layer of the superior colliculus,SCI,DHBA:12298,#7EB3C9,1290,245,130,48,1,1,1,SCin
927,SCig,intermediate gray layer of superior colliculus,intermediate gray layer of superior colliculus,SCIg,DHBA:12299,#56A1BB,1291,255,225,25,1,1,1,SCig
928,SCiw,intermediate white layer of superior colliculus,intermediate white layer of superior colliculus,SCIw,DHBA:12300,#7EB3C9,1292,145,30,180,1,1,1,SCiw
929,SCde,deep layer of colliculus,deep layer of colliculus,SCD,DHBA:12301,#7EB3C9,1293,70,240,240,1,1,1,SCde
930,SCdg,deep gray layer of superior colliculus,deep gray layer of superior colliculus,SCDg,DHBA:12302,#56A1BB,1294,170,255,195,1,1,1,SCdg
931,SCdw,deep white layer of superior colliculus,deep white layer of superior colliculus,SCDw,DHBA:12303,#7EB3C9,1295,128,128,128,1,1,1,SCdw
932,BSC,nucleus of brachium of superior colliculus,nucleus of branchium of superior colliculus,BrSC,DHBA:12304,#56A1BB,1296,245,130,48,1,1,1,BSC
933,IC,inferior colliculus,inferior colliculus,IC,DHBA:12305,#7EB3C9,366,220,28,81,1,1,1,IC
934,EIC,external shell (cortex) of inferior colliculus,external cortex of inferior colliculus,CICe,DHBA:12308,#56A1BB,1297,0,0,128,1,1,1,EIC
935,EICm,medial shell of inferior colliculus,,,DHBA:AA30357,,1298,170,255,195,1,1,1,EICm
936,EICl,lateral shell of inferior colliculus,,,DHBA:AA30358,,1299,128,128,128,1,1,1,EICl
937,CIC,central nucleus of inferior colliculus,central nucleus of inferior colliculus,CIC,DHBA:12309,#5298AE,1300,220,190,255,1,1,1,CIC
938,CICd,dorsal nucleus of inferior colliculus,dorsal cortex of inferior colliculus,CICd,DHBA:12307,#56A1BB,1301,128,0,0,1,1,1,CICd
939,CICv,central nucleus of inferior colliculus,central nucleus of inferior colliculus,CIC,DHBA:12309,#5298AE,1302,128,128,0,1,1,1,CICv
940,ICN,intercollicular nucleus (commissural nucleus of inferior colliculus),intercollicular nucleus,ICN,DHBA:266441689,#4E8EA3,1303,60,180,75,1,1,1,ICN
941,BIC,nucleus of the brachium of inferior colliculus,nucleus of the brachium of inferior colliculus,BrIC,DHBA:12311,#56A1BB,1304,255,225,25,1,1,1,BIC
942,MTg,midbrain tegmentum,midbrain tegmentum,MTg,DHBA:12195,#5298AE,338,174,115,49,1,1,1,MTg
943,MEN,efferent nuclei of the cranial nerves in midbrain,efferent nuclei of the cranial nerves in the midbrain,MEN,DHBA:12196,#7EB3C9,339,24,140,112,1,1,1,MEN
944,EW,Edinger-Westphal nucleus (accessory oculomotor nucleus),Edinger-Westphal nucleus (accessory oculomotor nucleus),EW,DHBA:12197,#56A1BB,340,64,115,86,1,1,1,EW
